[2/20][850/1583]	Loss_D: 0.7052	Loss_G: 1.7371	D(x): 0.5552	D(G(z)): 0.0419 / 0.2192
[2/20][900/1583]	Loss_D: 0.6682	Loss_G: 1.9269	D(x): 0.6597	D(G(z)): 0.1538 / 0.1919
[2/20][950/1583]	Loss_D: 0.4814	Loss_G: 2.3418	D(x): 0.7926	D(G(z)): 0.1842 / 0.1206
[2/20][1000/1583]	Loss_D: 0.7659	Loss_G: 0.9814	D(x): 0.5936	D(G(z)): 0.1437 / 0.4310
[2/20][1050/1583]	Loss_D: 1.1010	Loss_G: 1.0028	D(x): 0.4105	D(G(z)): 0.0334 / 0.4311
[2/20][1100/1583]	Loss_D: 0.7606	Loss_G: 3.3770	D(x): 0.8159	D(G(z)): 0.3765 / 0.0478
[2/20][1150/1583]	Loss_D: 0.3852	Loss_G: 2.4863	D(x): 0.8307	D(G(z)): 0.1529 / 0.1118
[2/20][1200/1583]	Loss_D: 0.7851	Loss_G: 2.6032	D(x): 0.6826	D(G(z)): 0.2367 / 0.1047
[2/20][1250/1583]	Loss_D: 0.5104	Loss_G: 2.1307	D(x): 0.7931	D(G(z)): 0.2086 / 0.1428
[2/20][1300/1583]	Loss_D: 0.9310	Loss_G: 3.8612	D(x): 0.8999	D(G(z)): 0.5013 / 0.0319
[2/20][1350/1583]	Loss_D: 0.6247	Loss_G: 3.1175	D(x): 0.9195	D(G(z)): 0.3728 / 0.0600
[2/20][1400/1583]	Loss_D: 0.9733	Loss_G: 1.5871	D(x): 0.6309	D(G(z)): 0.3197 / 0.2490
[2/20][1450/1583]	Loss_D: 0.5561	Loss_G: 2.8264	D(x): 0.8381	D(G(z)): 0.2799 / 0.0795
[2/20][1500/1583]	Loss_D: 0.5292	Loss_G: 2.6382	D(x): 0.6680	D(G(z)): 0.0649 / 0.1025
[2/20][1550/1583]	Loss_D: 0.9340	Loss_G: 1.1948	D(x): 0.4949	D(G(z)): 0.0928 / 0.3750
[3/20][0/1583]	Loss_D: 0.5596	Loss_G: 3.2765	D(x): 0.8884	D(G(z)): 0.3136 / 0.0550
[3/20][50/1583]	Loss_D: 0.6005	Loss_G: 1.4559	D(x): 0.6384	D(G(z)): 0.0859 / 0.2844
[3/20][100/1583]	Loss_D: 0.6767	Loss_G: 2.9303	D(x): 0.7836	D(G(z)): 0.3110 / 0.0792
[3/20][150/1583]	Loss_D: 0.4720	Loss_G: 2.1906	D(x): 0.7944	D(G(z)): 0.1856 / 0.1450
[3/20][200/1583]	Loss_D: 0.5591	Loss_G: 2.5921	D(x): 0.8286	D(G(z)): 0.2679 / 0.1032
[3/20][250/1583]	Loss_D: 1.0007	Loss_G: 4.0513	D(x): 0.9090	D(G(z)): 0.5330 / 0.0235
[3/20][300/1583]	Loss_D: 0.9532	Loss_G: 5.5395	D(x): 0.9147	D(G(z)): 0.5324 / 0.0060
[3/20][350/1583]	Loss_D: 0.4200	Loss_G: 2.6296	D(x): 0.8208	D(G(z)): 0.1759 / 0.0901
[3/20][400/1583]	Loss_D: 0.7904	Loss_G: 3.3905	D(x): 0.8559	D(G(z)): 0.4109 / 0.0500
[3/20][450/1583]	Loss_D: 0.7272	Loss_G: 4.3740	D(x): 0.9323	D(G(z)): 0.4468 / 0.0172
[3/20][500/1583]	Loss_D: 0.6315	Loss_G: 1.8224	D(x): 0.6259	D(G(z)): 0.0766 / 0.2033
[3/20][550/1583]	Loss_D: 0.4954	Loss_G: 2.4645	D(x): 0.8032	D(G(z)): 0.2125 / 0.1116
[3/20][600/1583]	Loss_D: 0.5457	Loss_G: 2.3496	D(x): 0.8480	D(G(z)): 0.2909 / 0.1190
[3/20][650/1583]	Loss_D: 0.8571	Loss_G: 4.1740	D(x): 0.9067	D(G(z)): 0.4818 / 0.0236
[3/20][700/1583]	Loss_D: 0.7350	Loss_G: 3.8651	D(x): 0.9419	D(G(z)): 0.4497 / 0.0317
[3/20][750/1583]	Loss_D: 1.2863	Loss_G: 5.1565	D(x): 0.9400	D(G(z)): 0.6473 / 0.0091
[3/20][800/1583]	Loss_D: 0.6886	Loss_G: 2.9056	D(x): 0.7837	D(G(z)): 0.3049 / 0.0742
[3/20][850/1583]	Loss_D: 0.7495	Loss_G: 1.6401	D(x): 0.6103	D(G(z)): 0.1545 / 0.2487
[3/20][900/1583]	Loss_D: 0.5848	Loss_G: 3.2187	D(x): 0.8172	D(G(z)): 0.2837 / 0.0617
[3/20][950/1583]	Loss_D: 0.8138	Loss_G: 4.4393	D(x): 0.9209	D(G(z)): 0.4780 / 0.0178
[3/20][1000/1583]	Loss_D: 0.5336	Loss_G: 1.6611	D(x): 0.7598	D(G(z)): 0.1868 / 0.2308
[3/20][1050/1583]	Loss_D: 2.4354	Loss_G: 0.5585	D(x): 0.1242	D(G(z)): 0.0094 / 0.6297
[3/20][1100/1583]	Loss_D: 0.3898	Loss_G: 2.5984	D(x): 0.8022	D(G(z)): 0.1261 / 0.1006
[3/20][1150/1583]	Loss_D: 0.9829	Loss_G: 5.2357	D(x): 0.9516	D(G(z)): 0.5576 / 0.0077
[3/20][1200/1583]	Loss_D: 1.2381	Loss_G: 1.1884	D(x): 0.3740	D(G(z)): 0.0436 / 0.3618
[3/20][1250/1583]	Loss_D: 0.6329	Loss_G: 2.5311	D(x): 0.7412	D(G(z)): 0.2376 / 0.1047
[3/20][1300/1583]	Loss_D: 2.1176	Loss_G: 0.2081	D(x): 0.1894	D(G(z)): 0.0569 / 0.8252
[3/20][1350/1583]	Loss_D: 0.5772	Loss_G: 1.8887	D(x): 0.7027	D(G(z)): 0.1632 / 0.1840
[3/20][1400/1583]	Loss_D: 1.2252	Loss_G: 0.7412	D(x): 0.3718	D(G(z)): 0.0192 / 0.5290
[3/20][1450/1583]	Loss_D: 0.9208	Loss_G: 1.2604	D(x): 0.4788	D(G(z)): 0.0765 / 0.3382
[3/20][1500/1583]	Loss_D: 0.9735	Loss_G: 3.7119	D(x): 0.8893	D(G(z)): 0.5027 / 0.0387
[3/20][1550/1583]	Loss_D: 0.6685	Loss_G: 2.5589	D(x): 0.8305	D(G(z)): 0.3411 / 0.0994
[4/20][0/1583]	Loss_D: 1.3936	Loss_G: 1.1718	D(x): 0.3282	D(G(z)): 0.0202 / 0.3772
[4/20][50/1583]	Loss_D: 0.8623	Loss_G: 0.9078	D(x): 0.5119	D(G(z)): 0.0848 / 0.4601
[4/20][100/1583]	Loss_D: 0.8907	Loss_G: 4.1641	D(x): 0.9087	D(G(z)): 0.4845 / 0.0239
[4/20][150/1583]	Loss_D: 0.5096	Loss_G: 3.3238	D(x): 0.8706	D(G(z)): 0.2771 / 0.0511
[4/20][200/1583]	Loss_D: 1.3551	Loss_G: 0.9035	D(x): 0.3278	D(G(z)): 0.0230 / 0.4751
[4/20][250/1583]	Loss_D: 0.5963	Loss_G: 1.6404	D(x): 0.6294	D(G(z)): 0.0705 / 0.2384
[4/20][300/1583]	Loss_D: 0.7242	Loss_G: 3.2948	D(x): 0.8615	D(G(z)): 0.3907 / 0.0470
[4/20][350/1583]	Loss_D: 0.9857	Loss_G: 1.1896	D(x): 0.4530	D(G(z)): 0.0663 / 0.3594
[4/20][400/1583]	Loss_D: 0.5020	Loss_G: 2.3894	D(x): 0.7469	D(G(z)): 0.1552 / 0.1154
[4/20][450/1583]	Loss_D: 0.8014	Loss_G: 1.2455	D(x): 0.5181	D(G(z)): 0.0449 / 0.3493
[4/20][500/1583]	Loss_D: 0.6792	Loss_G: 1.2791	D(x): 0.5935	D(G(z)): 0.0758 / 0.3227
